£||#||#||———
name||set||set_code||id||type||power||toughness||loyalty||manacost||converted_manacost||artist||flavor||color||generated_mana||number||rarity||rating||ruling||variation||ability||pricing_low||pricing_mid||pricing_high||watermark||print_number||is_original||back_id||number_int||name_CN||name_TW||name_FR||name_DE||name_IT||name_JP||name_PT||name_RU||name_ES||name_KO||type_CN||type_TW||type_FR||type_DE||type_IT||type_JP||type_PT||type_RU||type_ES||type_KO||ability_CN||ability_TW||ability_FR||ability_DE||ability_IT||ability_JP||ability_PT||ability_RU||ability_ES||ability_KO||flavor_CN||flavor_TW||flavor_FR||flavor_DE||flavor_IT||flavor_JP||flavor_PT||flavor_RU||flavor_ES||flavor_KO||color_identity||fully_handled||custom_sort||legality_Block||legality_Standard||legality_Modern||legality_Legacy||legality_Vintage||legality_Highlander||legality_French_Commander||legality_Tiny_Leaders_Commander||legality_Leviathan_Commander||legality_Commander||legality_Peasant||legality_Pauper||
Nissa, Genesis Mage||Hour of Devastation||HOU||432879||Planeswalker — Nissa||||||5||{5}{G}{G}||7||Chris Rallis||||G||||200||M||5||£6/27/2017 : You can activate Nissa’s first ability with fewer than four targets. For example, you could target one creature and two lands, or no creatures and two lands. You could even choose no targets at all.£6/27/2017 : While resolving Nissa’s last ability, all creatures and lands put onto the battlefield this way enter at the same time. If any have triggered abilities that trigger on something else entering the battlefield, they’ll see each other.||||+2: Untap up to two target creatures and up to two target lands.£−3: Target creature gets +5/+5 until end of turn.£−10: Look at the top ten cards of your library. You may put any number of creature and/or land cards from among them onto the battlefield. Put the rest on the bottom of your library in a random order.||||||||||||||||200||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||G||True||||||||||||||||||||||||||||
Nissa's Defeat||Hour of Devastation||HOU||430812||Sorcery||||||||{2}{G}||3||Kieran Yanner||#"The soul of this world is gone, Nissa, and I would gladly kill it again."£—Nicol Bolas#||G||||123||U||5||£6/27/2017 : Most nonbasic lands that produce green mana aren’t Forests. For example, Desert of the Indomitable isn’t a Forest. Some nonbasic lands (such as Sheltered Thicket from the Amonkhet set) do have basic land types printed on the type line and may be Forests.||||Destroy target Forest, green enchantment, or green planeswalker. If that permanent was a Nissa planeswalker, draw a card.||||||||||||||||123||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||G||True||||||||||||||||||||||||||||
Nissa's Encouragement||Hour of Devastation||HOU||432882||Sorcery||||||||{4}{G}||5||Tommy Arnold||||G||||203||R||5||£6/27/2017 : You can find any or all of the cards listed with Nissa’s Encouragement. You could even find none, but that wouldn’t be very encouraging.£6/27/2017 : Nissa’s Encouragement can’t be used to find a card with the land type Forest that isn’t also named Forest (such as Sheltered Thicket from the Amonkhet set).||||Search your library and graveyard for a card named Forest, a card named Brambleweft Behemoth, and a card named Nissa, Genesis Mage. Reveal those cards, put them into your hand, then shuffle your library.||||||||||||||||203||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||G||True||||||||||||||||||||||||||||
Oasis Ritualist||Hour of Devastation||HOU||430813||Creature — Naga Druid||2||4||||{3}{G}||4||Josu Hernaiz||#"It's only the end if we allow it."#||G||{W}{U}{B}{R}{G}||124||C||5||£4/18/2017 : You can’t exert a creature unless an effect allows you to do so. Similar effects that “tap and freeze” a creature (such as that of Decision Paralysis) don’t exert that creature.£4/18/2017 : If an exerted creature is already untapped during your next untap step (most likely because it had vigilance or an effect untapped it), exert’s effect preventing it from untapping expires without having done anything.£4/18/2017 : If you gain control of another player’s creature until end of turn and exert it, it will untap during that player’s untap step.£6/27/2017 : Some cards in the Hour of Devastation set let you exert a creature as a cost to activate one of its abilities. You can exert it to pay that cost even if you’ve already exerted it earlier in the turn. Exerting it multiple times will keep it tapped only during your next untap step.||||{T}: Add one mana of any color to your mana pool.£{T}, Exert Oasis Ritualist: Add two mana of any one color to your mana pool. #(An exerted creature won't untap during your next untap step.)#||||||||||||||||124||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||G||True||||||||||||||||||||||||||||
Obelisk Spider||Hour of Devastation||HOU||430830||Creature — Spider||1||4||||{1}{B}{G}||3||YW Tang||||GB (O)||||141||U||5||£4/18/2017 : If a creature with wither or infect deals damage to a creature, the controller of the creature with wither or infect puts that many -1/-1 counters on the second creature.£6/27/2017 : Obelisk Spider’s first triggered ability puts only one -1/-1 counter on the creature, no matter how much combat damage it dealt.£6/27/2017 : If Obelisk Spider deals combat damage to a creature but that creature isn’t on the battlefield as Obelisk Spider’s first triggered ability resolves, most likely because Obelisk Spider killed that creature already, that ability won’t put a -1/-1 counter on it.£6/27/2017 : Because damage remains marked on a creature until it’s removed as the turn ends, the counter Obelisk Spider’s first triggered ability puts on a creature may cause previously marked damage to become lethal.£6/27/2017 : If Obelisk Spider deals combat damage to a creature at the same time Obelisk Spider is dealt lethal damage, its first triggered ability will put a -1/-1 counter on the other creature. However, because Obelisk Spider has left the battlefield before that ability resolves, its last ability won’t trigger.£6/27/2017 : If you put one or more -1/-1 counter on each of multiple creatures at the same time, Obelisk Spider’s last ability triggers once for each of those creatures.£6/27/2017 : In a Two-Headed Giant game, Obelisk Spider’s last ability causes the opposing team to lose 2 life and you gain 1 life.||||Reach£Whenever Obelisk Spider deals combat damage to a creature, put a -1/-1 counter on that creature.£Whenever you put one or more -1/-1 counters on a creature, each opponent loses 1 life and you gain 1 life.||||||||||||||||141||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||BG||True||||||||||||||||||||||||||||
Oketra's Avenger||Hour of Devastation||HOU||430706||Creature — Human Warrior||3||1||||{1}{W}||2||Anthony Palumbo||#"Oketra's arrow is my spear, and her love my shield."#||W||||17||C||5||£4/18/2017 : You can’t exert a creature unless an effect allows you to do so. Similar effects that “tap and freeze” a creature (such as that of Decision Paralysis) don’t exert that creature.£4/18/2017 : If an exerted creature is already untapped during your next untap step (most likely because it had vigilance or an effect untapped it), exert’s effect preventing it from untapping expires without having done anything.£4/18/2017 : If you gain control of another player’s creature until end of turn and exert it, it will untap during that player’s untap step.£4/18/2017 : All cards in the Amonkhet set that let you exert a creature let you do so as you declare it as an attacking creature, as do some of the cards in the Hour of Devastation set. You can’t do so later in combat, and creatures put onto the battlefield attacking can’t be exerted. Any abilities that trigger on exerting an attacking creature will resolve before blockers are declared.||||You may exert Oketra's Avenger as it attacks. When you do, prevent all combat damage that would be dealt to it this turn. #(An exerted creature won't untap during your next untap step.)#||||||||||||||||17||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Oketra's Last Mercy||Hour of Devastation||HOU||430707||Sorcery||||||||{1}{W}{W}||3||Howard Lyon||#To the end, all Oketra did was for others.#||W||||18||R||5||£6/27/2017 : For your life total to become your starting life total (normally 20), you gain or lose the appropriate amount of life. For example, if your life total is 4 when Oketra’s Last Mercy resolves, it will cause you to gain 16 life; alternatively, if your life total is 25 when it resolves, it will cause you to lose 5 life. Other cards that interact with life gain or life loss will interact with this effect accordingly.£6/27/2017 : In a Two-Headed Giant game, Oketra’s Last Mercy causes the team’s life total to become the team’s starting life total (normally 30), but only you actually gain or lose life.£6/27/2017 : No lands that you control will untap during your next untap step, even lands that aren’t tapped as this spell resolves. This includes lands that enter the battlefield after this spell resolves.£6/27/2017 : If more than one spell says that lands you control don’t untap during your next untap step, the effects will all wear off during that untap step. You’ll untap lands you control during your untap step after that one.||||Your life total becomes equal to your starting life total. Lands you control don't untap during your next untap step.||||||||||||||||18||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Ominous Sphinx||Hour of Devastation||HOU||430730||Creature — Sphinx||4||4||||{3}{U}{U}||5||Lars Grant-West||#The sphinxes began to speak only after the Second Sun aligned. They whispered dire warnings, though no one listened.#||U||||41||U||5||£4/18/2017 : Some cards have an ability that triggers whenever you cycle any card. These triggered abilities resolve before you draw from the cycling ability.£4/18/2017 : An ability that triggers whenever you discard a card doesn’t give you permission to discard cards. You’ll need another effect that instructs or allows you to discard them.£4/18/2017 : An ability that triggers whenever you “cycle or discard” a card triggers only once if you cycle a card. The ability “Whenever you discard a card” is functionally identical to this ability; cycling is mentioned for clarity.£4/18/2017 : If a player discards a card during his or her cleanup step due to having too many cards in hand, any appropriate abilities that trigger on discarding that card trigger. If this happens, those triggered abilities are put onto the stack and players receive priority in that cleanup step to cast spells or activate abilities (normally, no players may take actions during a cleanup step). Another cleanup step is created following that one.||||Flying£Whenever you cycle or discard a card, target creature an opponent controls gets -2/-0 until end of turn.||||||||||||||||41||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Open Fire||Hour of Devastation||HOU||430794||Instant||||||||{2}{R}||3||Jason Kang||#Some khenra archers fashion their arrows with a personal touch.#||R||||105||C||5||||||Open Fire deals 3 damage to target creature or player.||||||||||||||||105||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||R||True||||||||||||||||||||||||||||
Overcome||Hour of Devastation||HOU||430814||Sorcery||||||||{3}{G}{G}||5||Craig J Spearing||#"Forward! Until the horizon is ours!"£—Khemses, charioteer#||G||||125||U||5||||||Creatures you control get +2/+2 and gain trample until end of turn.||||||||||||||||125||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||G||True||||||||||||||||||||||||||||
Overwhelming Splendor||Hour of Devastation||HOU||430708||Enchantment — Aura Curse||||||||{6}{W}{W}||8||Richard Wright||||W||||19||M||5||£6/27/2017 : Overwhelming Splendor overwrites all previous effects that set a creature’s base power and toughness to specific values. Any power- or toughness-setting effects that start to apply to a creature after Overwhelming Splendor becomes attached to its controller will overwrite this effect. For example, the enchanted player’s Riddleform will become a 3/3 creature if player casts a noncreature spell.£6/27/2017 : Effects that modify a creature’s power and/or toughness, such as the effect of Titanic Growth, will apply to the creatures no matter when they started to take effect. The same is true for any counters that change their power and/or toughness.£6/27/2017 : If an effect grants a creature an ability after Overwhelming Splendor has become attached to its controller, that creature won’t lose that ability.£6/27/2017 : If a noncreature permanent becomes a creature, it will lose all abilities it has. However, if the effect that makes that permanent a creature grants it an ability, it will continue to have that ability. For example, the enchanted player’s Riddleform will have flying once it becomes a creature.£6/27/2017 : If a creature enters the battlefield under enchanted player’s control, any “when [this creature] enters the battlefield” abilities of that creature won’t trigger. However, any “as [this creature] enters the battlefield” or “[this creature] enters the battlefield with” abilities will be applied.£6/27/2017 : If Overwhelming Splendor leaves the battlefield at the same time as a creature enchanted player controls, any “when [this creature] [dies or leaves the battlefield]” abilities of that creature won’t trigger.£6/27/2017 : Activated abilities contain a colon. They’re generally written “[Cost]: [Effect].” Some keyword abilities (such as equip and eternalize) are activated abilities and will have colons in their reminder text. Triggered abilities (starting with “when,” “whenever,” or “at”) of noncreature permanents are unaffected by the last ability of Overwhelming Splendor.£6/27/2017 : An activated mana ability is one that produces mana as it resolves, not one that costs mana to activate. A loyalty ability is an ability of a planeswalker whose cost specifies how many loyalty counters to give or remove.£6/27/2017 : While the enchanted player can still activate mana abilities and loyalty abilities, creatures that player controls won’t normally have any of those abilities to be activated.||||Enchant player£Creatures enchanted player controls lose all abilities and have base power and toughness 1/1.£Enchanted player can't activate abilities that aren't mana abilities or loyalty abilities.||||||||||||||||19||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
